,+/-,3P,3P%,3PA,AST,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Unnamed: 5,Unnamed: 7,player
479,-7.0,0.0,0.0,1.0,2.0,0.0,1.0,3/16/18,3.0,0.375,8.0,0.0,,0.0,61.0,1,-0.1,25:24:00,0.0,GSW,1.0,6.0,70,0.0,3.0,1.0,@,W (+5),deaaron fox
480,-18.0,0.0,0.0,1.0,2.0,0.0,3.0,3/17/18,4.0,0.308,13.0,3.0,0.75,4.0,62.0,1,5.3,27:13:00,1.0,UTA,2.0,11.0,71,4.0,4.0,4.0,@,L (-6),deaaron fox
481,-14.0,0.0,,0.0,4.0,0.0,3.0,3/19/18,8.0,0.727,11.0,0.0,0.0,3.0,63.0,1,9.8,31:24:00,0.0,DET,3.0,16.0,72,0.0,3.0,3.0,,L (-16),deaaron fox
482,-5.0,0.0,0.0,2.0,4.0,0.0,5.0,3/22/18,1.0,0.091,11.0,2.0,1.0,2.0,64.0,1,-1.2,19:43,0.0,ATL,3.0,4.0,73,1.0,2.0,5.0,,W (+15),deaaron fox
483,-9.0,1.0,0.33299999999999996,3.0,1.0,0.0,0.0,3/25/18,5.0,0.5,10.0,0.0,,0.0,65.0,1,2.9,26:29:00,0.0,BOS,2.0,11.0,74,0.0,3.0,0.0,,L (-11),deaaron fox
484,-4.0,0.0,0.0,3.0,6.0,1.0,3.0,3/27/18,2.0,0.2,10.0,1.0,1.0,1.0,66.0,1,2.0,25:06:00,0.0,DAL,4.0,5.0,75,0.0,1.0,3.0,,L (-6),deaaron fox
485,-3.0,0.0,0.0,3.0,5.0,0.0,2.0,3/29/18,4.0,0.5,8.0,0.0,,0.0,67.0,1,6.3,27:59:00,0.0,IND,2.0,8.0,76,1.0,2.0,2.0,,L (-3),deaaron fox
486,-9.0,0.0,0.0,2.0,8.0,2.0,3.0,3/31/18,6.0,0.545,11.0,3.0,1.0,3.0,68.0,1,16.4,27:18:00,0.0,GSW,3.0,15.0,77,1.0,1.0,3.0,,L (-16),deaaron fox
487,13.0,0.0,0.0,3.0,6.0,0.0,3.0,4/1/18,6.0,0.33299999999999996,18.0,2.0,0.667,3.0,69.0,1,8.1,31:15:00,0.0,LAL,1.0,14.0,78,1.0,1.0,3.0,@,W (+1),deaaron fox
488,6.0,2.0,0.5,4.0,5.0,1.0,7.0,4/3/18,3.0,0.214,14.0,6.0,1.0,6.0,70.0,1,12.3,38:39:00,2.0,PHO,2.0,14.0,79,1.0,1.0,9.0,@,L (-3),deaaron fox
489,-2.0,0.0,0.0,2.0,4.0,0.0,6.0,4/6/18,5.0,0.385,13.0,3.0,0.6,5.0,71.0,1,7.5,33:00:00,0.0,MEM,3.0,13.0,80,2.0,3.0,6.0,@,W (+1),deaaron fox
490,-9.0,3.0,0.6,5.0,7.0,0.0,1.0,4/9/18,7.0,0.41200000000000003,17.0,4.0,0.8,5.0,72.0,1,13.4,37:37:00,3.0,SAS,1.0,21.0,81,0.0,5.0,4.0,@,L (-13),deaaron fox
491,6.0,1.0,0.25,4.0,4.0,0.0,7.0,4/11/18,5.0,0.5,10.0,0.0,0.0,2.0,73.0,1,6.0,27:21:00,1.0,HOU,2.0,11.0,82,0.0,4.0,8.0,,W (+13),deaaron fox
492,3.0,1.0,0.25,4.0,10.0,0.0,1.0,10/18/17,6.0,0.5,12.0,3.0,0.75,4.0,1.0,1,14.5,29:54:00,2.0,ATL,2.0,16.0,1,0.0,3.0,3.0,,L (-6),dennis smith
493,,,,,,,,10/20/17,,,,,,,,Inactive,,,,SAC,,,2,,,,,L (-5),dennis smith
494,,,,,,,,10/21/17,,,,,,,,Inactive,,,,HOU,,,3,,,,@,L (-16),dennis smith
495,-34.0,0.0,0.0,2.0,1.0,0.0,4.0,10/23/17,3.0,0.273,11.0,4.0,0.4,10.0,2.0,1,4.2,29:41:00,2.0,GSW,3.0,10.0,4,2.0,1.0,6.0,,L (-30),dennis smith
496,6.0,3.0,0.5,6.0,5.0,0.0,1.0,10/25/17,8.0,0.667,12.0,0.0,0.0,2.0,3.0,1,15.0,28:21:00,0.0,MEM,2.0,19.0,5,0.0,1.0,1.0,,W (+9),dennis smith
497,3.0,0.0,0.0,4.0,9.0,1.0,3.0,10/26/17,4.0,0.28600000000000003,14.0,1.0,0.33299999999999996,3.0,4.0,1,5.1,32:59:00,0.0,MEM,2.0,9.0,6,2.0,4.0,3.0,@,L (-5),dennis smith
498,-13.0,1.0,0.2,5.0,8.0,0.0,2.0,10/28/17,5.0,0.41700000000000004,12.0,1.0,1.0,1.0,5.0,1,6.4,30:46:00,0.0,PHI,1.0,12.0,7,1.0,6.0,2.0,,L (-2),dennis smith
499,-21.0,0.0,0.0,1.0,1.0,0.0,2.0,10/30/17,1.0,0.14300000000000002,7.0,0.0,,0.0,6.0,1,-4.5,17:02,1.0,UTA,0.0,2.0,8,0.0,4.0,3.0,@,L (-15),dennis smith
500,-7.0,2.0,0.4,5.0,2.0,0.0,2.0,11/1/17,6.0,0.4,15.0,4.0,0.8,5.0,7.0,1,6.1,27:58:00,0.0,LAC,1.0,18.0,9,1.0,6.0,2.0,@,L (-21),dennis smith
501,-12.0,2.0,0.25,8.0,4.0,0.0,2.0,11/3/17,7.0,0.35,20.0,0.0,,0.0,8.0,1,4.1,28:42:00,1.0,NOP,2.0,16.0,10,0.0,4.0,3.0,,L (-5),dennis smith
502,-2.0,3.0,0.6,5.0,1.0,0.0,5.0,11/4/17,7.0,0.467,15.0,1.0,1.0,1.0,9.0,1,9.1,25:41:00,0.0,MIN,1.0,18.0,11,1.0,4.0,5.0,@,L (-13),dennis smith
503,15.0,1.0,0.2,5.0,8.0,0.0,7.0,11/7/17,9.0,0.409,22.0,3.0,1.0,3.0,10.0,1,17.2,31:31:00,1.0,WAS,1.0,22.0,12,1.0,2.0,8.0,@,W (+14),dennis smith
504,-4.0,2.0,0.33299999999999996,6.0,7.0,2.0,4.0,11/11/17,8.0,0.5,16.0,3.0,0.75,4.0,11.0,1,21.0,30:05:00,1.0,CLE,2.0,21.0,13,2.0,1.0,5.0,,L (-7),dennis smith
505,-18.0,2.0,0.33299999999999996,6.0,3.0,1.0,5.0,11/12/17,6.0,0.353,17.0,1.0,1.0,1.0,12.0,1,7.0,33:44:00,2.0,OKC,3.0,15.0,14,2.0,5.0,7.0,@,L (-13),dennis smith
506,-8.0,5.0,0.455,11.0,2.0,0.0,6.0,11/14/17,10.0,0.435,23.0,2.0,1.0,2.0,13.0,1,10.5,36:24:00,0.0,SAS,4.0,27.0,15,0.0,6.0,6.0,,L (-6),dennis smith
507,-16.0,0.0,0.0,4.0,4.0,0.0,3.0,11/17/17,3.0,0.25,12.0,2.0,1.0,2.0,14.0,1,3.1,27:02:00,2.0,MIN,2.0,8.0,16,1.0,3.0,5.0,,L (-24),dennis smith
508,13.0,1.0,0.25,4.0,2.0,1.0,4.0,11/18/17,2.0,0.25,8.0,0.0,,0.0,15.0,1,-0.7,21:51,0.0,MIL,3.0,5.0,17,1.0,4.0,4.0,,W (+32),dennis smith
509,5.0,0.0,0.0,4.0,4.0,1.0,3.0,11/20/17,4.0,0.25,16.0,0.0,,0.0,16.0,1,4.0,26:32:00,2.0,BOS,3.0,8.0,18,1.0,0.0,5.0,,L (-8),dennis smith
510,-6.0,3.0,0.429,7.0,3.0,0.0,4.0,11/22/17,7.0,0.35,20.0,0.0,,0.0,17.0,1,8.7,26:52:00,0.0,MEM,1.0,17.0,19,1.0,1.0,4.0,@,W (+1),dennis smith
511,-16.0,3.0,0.375,8.0,4.0,0.0,1.0,11/25/17,6.0,0.429,14.0,0.0,,0.0,18.0,1,7.2,28:47:00,1.0,OKC,3.0,15.0,20,1.0,4.0,2.0,,W (+16),dennis smith
512,-20.0,1.0,0.2,5.0,5.0,0.0,0.0,11/27/17,9.0,0.529,17.0,0.0,,0.0,19.0,1,12.5,28:20:00,1.0,SAS,1.0,19.0,21,0.0,2.0,1.0,@,L (-7),dennis smith
513,-10.0,0.0,0.0,1.0,3.0,0.0,2.0,11/29/17,3.0,0.273,11.0,4.0,1.0,4.0,20.0,1,3.8,25:20:00,0.0,BRK,1.0,10.0,22,0.0,2.0,2.0,,L (-5),dennis smith
514,27.0,1.0,0.5,2.0,3.0,1.0,4.0,12/2/17,5.0,0.625,8.0,1.0,0.25,4.0,21.0,1,7.9,23:46,1.0,LAC,5.0,12.0,23,0.0,2.0,5.0,,W (+26),dennis smith
515,4.0,2.0,0.5,4.0,3.0,0.0,3.0,12/4/17,9.0,0.563,16.0,0.0,,0.0,22.0,1,13.0,30:54:00,2.0,DEN,2.0,20.0,24,0.0,3.0,5.0,,W (+17),dennis smith
516,-9.0,1.0,0.25,4.0,1.0,0.0,5.0,12/6/17,4.0,0.25,16.0,3.0,0.75,4.0,23.0,1,5.9,24:44:00,1.0,BOS,0.0,12.0,25,2.0,1.0,6.0,@,L (-7),dennis smith
517,,,,,,,,12/8/17,,,,,,,,Inactive,,,,MIL,,,26,,,,@,L (-7),dennis smith
518,,,,,,,,12/10/17,,,,,,,,Inactive,,,,MIN,,,27,,,,@,L (-5),dennis smith
519,,,,,,,,12/12/17,,,,,,,,Inactive,,,,SAS,,,28,,,,,W (+6),dennis smith
520,,,,,,,,12/14/17,,,,,,,,Inactive,,,,GSW,,,29,,,,@,L (-15),dennis smith
521,,,,,,,,12/16/17,,,,,,,,Inactive,,,,SAS,,,30,,,,@,L (-2),dennis smith
522,,,,,,,,12/18/17,,,,,,,,Inactive,,,,PHO,,,31,,,,,L (-6),dennis smith
523,-6.0,1.0,0.33299999999999996,3.0,5.0,0.0,5.0,12/20/17,5.0,0.5,10.0,4.0,0.8,5.0,24.0,1,12.4,21:05,0.0,DET,3.0,15.0,32,0.0,1.0,5.0,,W (+17),dennis smith
524,-15.0,2.0,0.667,3.0,7.0,0.0,2.0,12/22/17,2.0,0.28600000000000003,7.0,0.0,,0.0,25.0,1,4.6,26:39:00,0.0,MIA,2.0,6.0,33,0.0,2.0,2.0,@,L (-12),dennis smith
525,-7.0,0.0,0.0,3.0,3.0,0.0,1.0,12/23/17,2.0,0.25,8.0,2.0,0.667,3.0,26.0,1,3.8,22:13,0.0,ATL,1.0,6.0,34,1.0,0.0,1.0,@,L (-5),dennis smith
526,-8.0,0.0,0.0,2.0,4.0,0.0,3.0,12/26/17,3.0,0.214,14.0,2.0,0.5,4.0,27.0,1,1.1,26:36:00,2.0,TOR,4.0,8.0,35,0.0,1.0,5.0,,W (+5),dennis smith
527,2.0,1.0,0.33299999999999996,3.0,1.0,0.0,4.0,12/27/17,4.0,0.444,9.0,0.0,,0.0,28.0,1,4.0,29:02:00,0.0,IND,3.0,9.0,36,1.0,2.0,4.0,@,W (+4),dennis smith
528,-4.0,5.0,0.7140000000000001,7.0,10.0,0.0,8.0,12/29/17,8.0,0.667,12.0,0.0,,0.0,29.0,1,20.2,31:22:00,2.0,NOP,1.0,21.0,37,1.0,7.0,10.0,@,W (+8),dennis smith
529,0.0,3.0,0.6,5.0,6.0,0.0,4.0,12/31/17,5.0,0.41700000000000004,12.0,6.0,0.857,7.0,30.0,1,15.2,27:31:00,0.0,OKC,1.0,19.0,38,1.0,3.0,4.0,@,W (+3),dennis smith
530,-4.0,2.0,0.25,8.0,8.0,0.0,2.0,1/3/18,6.0,0.33299999999999996,18.0,0.0,,0.0,31.0,1,7.8,29:12:00,0.0,GSW,3.0,14.0,39,1.0,2.0,2.0,,L (-3),dennis smith
531,-4.0,2.0,0.5,4.0,7.0,0.0,1.0,1/5/18,6.0,0.5,12.0,1.0,0.2,5.0,32.0,1,10.9,26:17:00,1.0,CHI,1.0,15.0,40,3.0,5.0,2.0,,L (-3),dennis smith
532,-10.0,1.0,0.5,2.0,5.0,0.0,2.0,1/7/18,5.0,0.35700000000000004,14.0,0.0,,0.0,33.0,1,8.8,24:33:00,1.0,NYK,3.0,11.0,41,2.0,0.0,3.0,,L (-4),dennis smith
533,16.0,2.0,0.4,5.0,3.0,1.0,5.0,1/9/18,8.0,0.42100000000000004,19.0,2.0,1.0,2.0,34.0,1,14.9,33:32:00,1.0,ORL,5.0,20.0,42,2.0,0.0,6.0,,W (+15),dennis smith
534,1.0,0.0,0.0,5.0,6.0,2.0,3.0,1/10/18,4.0,0.308,13.0,7.0,0.875,8.0,35.0,1,12.2,31:19:00,0.0,CHO,1.0,15.0,43,0.0,1.0,3.0,@,W (+4),dennis smith
535,-7.0,3.0,0.33299999999999996,9.0,3.0,0.0,1.0,1/13/18,8.0,0.42100000000000004,19.0,4.0,1.0,4.0,36.0,1,13.6,39:08:00,1.0,LAL,1.0,23.0,44,1.0,3.0,2.0,,L (-6),dennis smith
536,1.0,0.0,0.0,1.0,5.0,0.0,2.0,1/16/18,11.0,0.611,18.0,3.0,1.0,3.0,37.0,1,17.1,31:28:00,0.0,DEN,2.0,25.0,45,1.0,4.0,2.0,@,L (-3),dennis smith
537,-2.0,1.0,1.0,1.0,6.0,0.0,4.0,1/20/18,8.0,0.5329999999999999,15.0,4.0,0.8,5.0,38.0,1,18.1,31:30:00,2.0,POR,5.0,21.0,46,3.0,3.0,6.0,@,L (-9),dennis smith
538,5.0,2.0,0.33299999999999996,6.0,6.0,1.0,3.0,1/22/18,7.0,0.41200000000000003,17.0,1.0,0.5,2.0,39.0,1,12.1,30:34:00,0.0,WAS,3.0,17.0,47,2.0,2.0,3.0,,W (+23),dennis smith
539,-15.0,1.0,0.33299999999999996,3.0,6.0,0.0,2.0,1/24/18,3.0,0.273,11.0,4.0,0.8,5.0,40.0,1,4.1,30:15:00,0.0,HOU,2.0,11.0,48,0.0,4.0,2.0,,L (-7),dennis smith
540,-4.0,4.0,0.5710000000000001,7.0,7.0,0.0,4.0,1/26/18,7.0,0.5,14.0,0.0,,0.0,41.0,1,18.1,32:39:00,0.0,POR,0.0,18.0,49,2.0,1.0,4.0,,L (-14),dennis smith
541,-13.0,0.0,0.0,4.0,6.0,0.0,5.0,1/27/18,5.0,0.278,18.0,3.0,0.5,6.0,42.0,1,5.2,30:57:00,1.0,DEN,1.0,13.0,50,0.0,2.0,6.0,@,L (-2),dennis smith
542,-3.0,1.0,0.14300000000000002,7.0,10.0,0.0,1.0,1/29/18,4.0,0.235,17.0,5.0,0.833,6.0,43.0,1,5.7,35:15:00,1.0,MIA,4.0,14.0,51,1.0,5.0,2.0,,L (-7),dennis smith
543,-19.0,1.0,0.25,4.0,6.0,0.0,4.0,1/31/18,6.0,0.4,15.0,4.0,0.444,9.0,44.0,1,10.5,32:47:00,0.0,PHO,2.0,17.0,52,1.0,2.0,4.0,@,L (-14),dennis smith
544,-2.0,0.0,0.0,6.0,5.0,0.0,4.0,2/3/18,4.0,0.267,15.0,4.0,0.5710000000000001,7.0,45.0,1,3.1,32:13:00,1.0,SAC,3.0,12.0,53,2.0,5.0,5.0,@,W (+7),dennis smith
545,-22.0,2.0,0.28600000000000003,7.0,5.0,0.0,3.0,2/5/18,5.0,0.294,17.0,0.0,,0.0,46.0,1,-4.9,34:32:00,0.0,LAC,6.0,12.0,54,0.0,9.0,3.0,@,L (-3),dennis smith
546,-19.0,4.0,0.444,9.0,3.0,1.0,1.0,2/8/18,8.0,0.47100000000000003,17.0,2.0,1.0,2.0,47.0,1,16.7,30:19:00,1.0,GSW,1.0,22.0,55,2.0,2.0,2.0,@,L (-18),dennis smith
547,7.0,2.0,0.33299999999999996,6.0,6.0,0.0,5.0,2/10/18,5.0,0.41700000000000004,12.0,2.0,0.5,4.0,48.0,1,13.5,34:03:00,0.0,LAL,0.0,14.0,56,2.0,1.0,5.0,,W (+7),dennis smith
548,-14.0,2.0,0.33299999999999996,6.0,11.0,0.0,5.0,2/11/18,7.0,0.389,18.0,0.0,,0.0,49.0,1,8.8,34:47:00,0.0,HOU,4.0,16.0,57,1.0,6.0,5.0,@,L (-7),dennis smith
549,-13.0,2.0,0.222,9.0,3.0,0.0,3.0,2/13/18,6.0,0.4,15.0,3.0,0.75,4.0,50.0,1,10.3,30:13:00,0.0,SAC,3.0,17.0,58,1.0,1.0,3.0,,L (-5),dennis smith
550,-26.0,1.0,0.16699999999999998,6.0,5.0,1.0,4.0,2/23/18,5.0,0.313,16.0,2.0,1.0,2.0,51.0,1,6.8,30:16:00,0.0,LAL,1.0,13.0,59,1.0,3.0,4.0,@,L (-22),dennis smith
551,-21.0,0.0,0.0,4.0,0.0,0.0,5.0,2/24/18,2.0,0.182,11.0,3.0,0.75,4.0,52.0,1,-3.6,23:17,2.0,UTA,3.0,7.0,60,0.0,5.0,7.0,@,L (-7),dennis smith
552,-6.0,1.0,0.2,5.0,4.0,0.0,3.0,2/26/18,4.0,0.364,11.0,3.0,0.75,4.0,53.0,1,10.2,28:55:00,0.0,IND,0.0,12.0,61,3.0,2.0,3.0,,W (+6),dennis smith
553,-1.0,2.0,0.28600000000000003,7.0,6.0,0.0,2.0,2/28/18,6.0,0.33299999999999996,18.0,3.0,0.75,4.0,54.0,1,10.0,39:50:00,0.0,OKC,3.0,17.0,62,1.0,1.0,2.0,,L (-1),dennis smith
554,-1.0,2.0,0.667,3.0,3.0,0.0,1.0,3/2/18,9.0,0.529,17.0,5.0,0.625,8.0,55.0,1,17.5,34:02:00,0.0,CHI,1.0,25.0,63,1.0,1.0,1.0,@,L (-8),dennis smith
555,-13.0,0.0,0.0,3.0,8.0,0.0,3.0,3/4/18,9.0,0.409,22.0,5.0,0.833,6.0,56.0,1,15.7,31:21:00,2.0,NOP,0.0,23.0,64,1.0,4.0,5.0,,L (-17),dennis smith
556,17.0,2.0,0.33299999999999996,6.0,11.0,0.0,4.0,3/6/18,7.0,0.43799999999999994,16.0,2.0,1.0,2.0,57.0,1,18.8,34:52:00,1.0,DEN,1.0,18.0,65,1.0,1.0,5.0,,W (+11),dennis smith
557,,,,,,,,3/10/18,,,,,,,,Inactive,,,,MEM,,,66,,,,,W (+34),dennis smith
558,-21.0,0.0,0.0,3.0,4.0,0.0,1.0,3/11/18,2.0,0.16699999999999998,12.0,0.0,,0.0,58.0,1,-3.0,30:44:00,1.0,HOU,3.0,4.0,67,1.0,3.0,2.0,,L (-23),dennis smith
559,18.0,3.0,0.375,8.0,2.0,1.0,1.0,3/13/18,6.0,0.316,19.0,2.0,1.0,2.0,59.0,1,8.7,31:02:00,2.0,NYK,3.0,17.0,68,2.0,2.0,3.0,@,W (+13),dennis smith
560,1.0,0.0,0.0,2.0,4.0,0.0,4.0,3/16/18,9.0,0.391,23.0,1.0,0.5,2.0,60.0,1,4.5,36:15:00,0.0,TOR,4.0,19.0,69,1.0,5.0,4.0,@,L (-7),dennis smith
561,-14.0,2.0,0.4,5.0,5.0,2.0,2.0,3/17/18,9.0,0.529,17.0,1.0,1.0,1.0,61.0,1,18.4,23:01,0.0,BRK,2.0,21.0,70,1.0,0.0,2.0,@,L (-8),dennis smith
562,,,,,,,,3/20/18,,,,,,,,Inactive,,,,NOP,,,71,,,,@,L (-10),dennis smith
563,,,,,,,,3/22/18,,,,,,,,Inactive,,,,UTA,,,72,,,,,L (-7),dennis smith
564,5.0,2.0,0.33299999999999996,6.0,6.0,0.0,3.0,3/24/18,8.0,0.47100000000000003,17.0,3.0,0.75,4.0,62.0,1,15.6,32:51:00,2.0,CHO,2.0,21.0,73,0.0,2.0,5.0,,L (-4),dennis smith
565,14.0,3.0,0.5,6.0,6.0,0.0,0.0,3/27/18,6.0,0.5,12.0,4.0,1.0,4.0,63.0,1,12.1,24:34:00,1.0,SAC,2.0,19.0,74,0.0,5.0,1.0,@,W (+6),dennis smith
566,9.0,4.0,0.5710000000000001,7.0,8.0,0.0,0.0,3/28/18,5.0,0.385,13.0,0.0,0.0,2.0,64.0,1,10.2,22:27,1.0,LAL,3.0,14.0,75,0.0,1.0,1.0,@,L (-10),dennis smith
567,5.0,1.0,0.5,2.0,7.0,0.0,1.0,3/30/18,8.0,0.5329999999999999,15.0,0.0,0.0,1.0,65.0,1,10.9,26:10:00,0.0,MIN,4.0,17.0,76,2.0,4.0,1.0,,L (-1),dennis smith
568,-1.0,2.0,0.33299999999999996,6.0,6.0,0.0,3.0,4/1/18,6.0,0.353,17.0,0.0,,0.0,66.0,1,2.1,32:41:00,1.0,CLE,3.0,14.0,77,0.0,7.0,4.0,@,L (-11),dennis smith
569,-3.0,2.0,0.4,5.0,8.0,0.0,7.0,4/3/18,8.0,0.5,16.0,0.0,,0.0,67.0,1,19.0,28:45:00,1.0,POR,1.0,18.0,78,2.0,1.0,8.0,,W (+6),dennis smith
570,,,,,,,,4/4/18,,,,,,,,Inactive,,,,ORL,,,79,,,,@,L (-5),dennis smith
571,0.0,0.0,0.0,3.0,8.0,0.0,2.0,4/6/18,2.0,0.16699999999999998,12.0,3.0,0.75,4.0,68.0,1,3.7,31:05:00,1.0,DET,3.0,7.0,80,1.0,2.0,3.0,@,L (-7),dennis smith
572,-8.0,1.0,0.16699999999999998,6.0,11.0,2.0,4.0,4/8/18,9.0,0.474,19.0,1.0,0.5,2.0,69.0,1,19.7,40:03:00,1.0,PHI,3.0,20.0,81,3.0,3.0,5.0,@,L (-12),dennis smith
573,,,,,,,,4/10/18,,,,,,,,Inactive,,,,PHO,,,82,,,,,L (-27),dennis smith
574,17.0,0.0,0.0,2.0,2.0,2.0,3.0,10/18/17,7.0,0.5379999999999999,13.0,5.0,0.7140000000000001,7.0,1.0,0,18.2,29:25:00,2.0,NOP,2.0,19.0,1,4.0,2.0,5.0,,W (+12),dillon brooks
575,0.0,1.0,0.5,2.0,2.0,1.0,2.0,10/21/17,4.0,0.5710000000000001,7.0,0.0,0.0,1.0,2.0,0,5.0,32:05:00,0.0,GSW,5.0,9.0,2,1.0,2.0,2.0,,W (+10),dillon brooks
576,5.0,0.0,0.0,1.0,0.0,0.0,0.0,10/23/17,1.0,0.5,2.0,1.0,0.5,2.0,3.0,0,1.2,21:12,0.0,HOU,1.0,3.0,3,1.0,1.0,0.0,@,W (+8),dillon brooks
577,-5.0,0.0,0.0,2.0,0.0,0.0,1.0,10/25/17,2.0,0.4,5.0,0.0,,0.0,4.0,0,-3.7,27:46:00,1.0,DAL,5.0,4.0,4,0.0,4.0,2.0,@,L (-9),dillon brooks
578,12.0,1.0,0.5,2.0,0.0,0.0,5.0,10/26/17,3.0,0.429,7.0,0.0,0.0,1.0,5.0,0,4.2,24:58:00,0.0,DAL,3.0,7.0,5,2.0,1.0,5.0,,W (+5),dillon brooks
579,24.0,1.0,0.25,4.0,3.0,0.0,5.0,10/28/17,2.0,0.28600000000000003,7.0,1.0,1.0,1.0,6.0,0,5.7,28:55:00,0.0,HOU,2.0,6.0,6,2.0,1.0,5.0,,W (+14),dillon brooks
580,-4.0,1.0,0.5,2.0,3.0,0.0,7.0,10/30/17,4.0,0.5710000000000001,7.0,2.0,0.667,3.0,7.0,0,6.6,31:19:00,1.0,CHO,4.0,11.0,7,0.0,4.0,8.0,,L (-5),dillon brooks
581,12.0,2.0,0.33299999999999996,6.0,0.0,0.0,3.0,11/1/17,5.0,0.385,13.0,0.0,,0.0,8.0,0,3.9,37:34:00,1.0,ORL,4.0,12.0,8,0.0,1.0,4.0,,L (-2),dillon brooks
582,-2.0,0.0,0.0,2.0,2.0,0.0,4.0,11/4/17,1.0,0.125,8.0,0.0,,0.0,9.0,1,-3.3,29:22:00,1.0,LAC,6.0,2.0,9,1.0,2.0,5.0,@,W (+9),dillon brooks
583,19.0,1.0,0.33299999999999996,3.0,1.0,0.0,3.0,11/5/17,4.0,0.667,6.0,4.0,1.0,4.0,10.0,1,7.0,26:03:00,0.0,LAL,5.0,13.0,10,0.0,3.0,3.0,@,L (-5),dillon brooks
584,-3.0,0.0,0.0,1.0,1.0,2.0,7.0,11/7/17,3.0,0.375,8.0,1.0,1.0,1.0,11.0,1,9.3,37:44:00,1.0,POR,3.0,7.0,11,3.0,0.0,8.0,@,W (+1),dillon brooks
585,-9.0,1.0,0.5,2.0,0.0,1.0,5.0,11/11/17,4.0,0.5,8.0,0.0,,0.0,12.0,1,7.3,27:44:00,1.0,HOU,4.0,9.0,12,1.0,0.0,6.0,@,L (-15),dillon brooks
586,-9.0,2.0,0.5,4.0,0.0,0.0,2.0,11/13/17,6.0,0.667,9.0,5.0,1.0,5.0,13.0,1,16.1,27:48:00,2.0,MIL,5.0,19.0,13,1.0,0.0,4.0,@,L (-7),dillon brooks
587,-11.0,0.0,0.0,3.0,2.0,1.0,3.0,11/15/17,5.0,0.5,10.0,1.0,0.5,2.0,14.0,1,7.8,24:25:00,2.0,IND,3.0,11.0,14,1.0,2.0,5.0,,L (-3),dillon brooks
588,-14.0,0.0,0.0,4.0,2.0,0.0,2.0,11/18/17,3.0,0.33299999999999996,9.0,1.0,0.5,2.0,15.0,1,3.4,33:04:00,1.0,HOU,2.0,7.0,15,2.0,2.0,3.0,,L (-22),dillon brooks
589,-4.0,0.0,,0.0,2.0,1.0,2.0,11/20/17,2.0,0.667,3.0,0.0,,0.0,16.0,1,4.2,29:34:00,0.0,POR,3.0,4.0,16,0.0,0.0,2.0,,L (-8),dillon brooks
590,0.0,3.0,0.75,4.0,1.0,1.0,1.0,11/22/17,5.0,0.625,8.0,0.0,,0.0,17.0,1,8.8,32:27:00,1.0,DAL,5.0,13.0,17,0.0,1.0,2.0,,L (-1),dillon brooks
591,-6.0,1.0,0.33299999999999996,3.0,2.0,2.0,1.0,11/24/17,3.0,0.375,8.0,0.0,,0.0,18.0,1,3.1,35:03:00,0.0,DEN,4.0,7.0,18,0.0,1.0,1.0,@,L (-12),dillon brooks
592,-15.0,0.0,0.0,1.0,0.0,0.0,0.0,11/26/17,1.0,0.2,5.0,0.0,,0.0,19.0,1,-0.8,23:29,1.0,BRK,1.0,2.0,19,2.0,2.0,1.0,,L (-10),dillon brooks
593,-13.0,2.0,0.667,3.0,2.0,0.0,1.0,11/29/17,3.0,0.5,6.0,0.0,,0.0,20.0,1,3.6,33:11:00,1.0,SAS,2.0,8.0,20,0.0,3.0,2.0,@,L (-9),dillon brooks
594,-11.0,0.0,,0.0,2.0,0.0,1.0,12/1/17,0.0,0.0,2.0,0.0,,0.0,21.0,1,-1.9,22:36,0.0,SAS,3.0,0.0,21,1.0,2.0,1.0,,L (-16),dillon brooks
595,-3.0,1.0,1.0,1.0,2.0,0.0,5.0,12/2/17,3.0,0.75,4.0,2.0,1.0,2.0,22.0,1,6.1,27:47:00,0.0,CLE,3.0,9.0,22,0.0,3.0,5.0,@,L (-5),dillon brooks
596,3.0,1.0,0.5,2.0,0.0,0.0,4.0,12/4/17,4.0,0.667,6.0,0.0,,0.0,23.0,1,5.4,27:41:00,0.0,MIN,3.0,9.0,23,0.0,1.0,4.0,,W (+3),dillon brooks
597,-20.0,0.0,0.0,1.0,2.0,0.0,3.0,12/6/17,0.0,0.0,2.0,0.0,,0.0,24.0,1,1.1,18:18,0.0,NYK,2.0,0.0,24,1.0,0.0,3.0,@,L (-11),dillon brooks
598,-6.0,0.0,,0.0,0.0,0.0,0.0,12/8/17,1.0,0.5,2.0,0.0,,0.0,25.0,1,-0.6,17:12,0.0,TOR,4.0,2.0,25,0.0,0.0,0.0,,L (-9),dillon brooks
599,-5.0,2.0,0.667,3.0,3.0,0.0,3.0,12/9/17,5.0,0.625,8.0,1.0,1.0,1.0,26.0,1,11.1,37:37:00,1.0,OKC,5.0,13.0,26,0.0,0.0,4.0,,L (-1),dillon brooks
600,-9.0,0.0,0.0,2.0,0.0,0.0,1.0,12/11/17,0.0,0.0,2.0,0.0,,0.0,27.0,1,-4.1,18:33,0.0,MIA,5.0,0.0,27,0.0,1.0,1.0,,L (-25),dillon brooks
